exploration_rate,exploration_decay,choice,mean_final_nmi,std_final_nmi,mean_reward,std_reward
0.9947823829528121,0.7740138717005348,softmax,0.672554063446279,0.1896217423151972,4.951219999999999,0.596098998992617
0.10282629617693245,0.1,softmax,0.6991939955647082,0.17722159123009826,4.968695,0.7349123243455644
0.10113150222534698,0.3756047727558762,softmax,0.7156501792363277,0.17127884029073753,4.9221699999999995,0.7534326984542149
0.10075581568118294,0.509948693426409,softmax,0.6874552782905263,0.169821143369728,4.949965,0.6597963180217058
0.9895567603498224,0.14589822760939222,softmax,0.7187870129137786,0.18356038664209598,4.828270000000001,0.6381530005414062
0.11541461573725813,0.14320250325772746,softmax,0.6591847162240932,0.1968326978402761,4.848034999999999,0.6573581339536312
0.9898320358363735,0.3918756876146692,softmax,0.7059003384355677,0.19759451137526235,4.929055,0.6449024767164412
0.959207968887561,0.911518999974312,ucb,0.6635779082372476,0.16264513324519883,6.657305,0.6604695409138865
0.10107357517058405,0.37109491006202233,softmax,0.678198009053515,0.17967628309361217,5.038665,0.5911202122030679
0.19736939226130473,0.10016086950281591,softmax,0.723122813089115,0.18984751060438088,4.871505,0.6774305148684993
0.8829473158500278,0.10067551171784991,softmax,0.7232885066958059,0.18408290507066705,4.9978,0.6380807158972915
0.9784835901589605,0.10047226669546547,softmax,0.6946504887687927,0.20005874892183673,4.957245,0.7099761492296767
0.38499168294815145,0.9997752111353845,ucb,0.6937636940266401,0.18048187733469828,7.33266,0.765770686563543
0.9911164151514846,0.30212472610381347,softmax,0.7252158648120041,0.16151208916079862,4.894215,0.6254978627261647
0.9849774580180635,0.29859510633593833,softmax,0.6856768152080741,0.2143564641229395,4.96533,0.6433704695585585
0.11528875267522185,0.7241130277970276,softmax,0.7112986179905006,0.1821153272301105,4.9592849999999995,0.7493808052485733
0.9889591065225689,0.7240405773056472,softmax,0.7238889085661249,0.18891272831617126,5.094405,0.6462692461157346
0.9768800713587821,0.7146202075918815,softmax,0.6937526888678714,0.181051197259744,4.95866,0.6837227101683839
0.12371461816215504,0.7657461084493841,softmax,0.7037608399778565,0.178933356214873,4.943289999999999,0.7177219001117355
0.9923649727095222,0.43517773864416165,softmax,0.6963189320903186,0.19127701664520322,4.968204999999999,0.7165409551972589
0.9925911866139786,0.6266812958822933,softmax,0.7376377138454212,0.16547187544861752,4.854105,0.7435152799203256
0.9951372346111521,0.6464478269465683,softmax,0.6996373055999165,0.18922690814653048,4.852720000000001,0.6094247710751508
0.10568184145857408,0.6810101148411013,softmax,0.7264615160395737,0.19169225389774544,4.909835,0.6901521464684437
0.1038457777896662,0.6212599963287607,softmax,0.6802266612017435,0.19504541746431964,4.99863,0.6522103288817189
0.9990383462118197,0.7085022532066452,softmax,0.6775981614863401,0.17135111663815808,4.932004999999999,0.574848921435015
0.3202758238999639,0.9998993076837458,ucb,0.6980250391069671,0.18828530252332926,7.353875,0.8227630624152983
0.254292272605146,0.1008569320986888,softmax,0.7077524547051585,0.16921821852545904,4.892005,0.7302014704689384
0.12708397770503602,0.10016986862091772,softmax,0.6959826805438477,0.18017142272764786,4.939664999999999,0.7042729053960545
0.9947600675205884,0.5653241421197016,softmax,0.70442098460458,0.17916843989160344,5.032509999999999,0.7035483991169336
0.1285438787510318,0.9999468491027124,ucb,0.6815154457685639,0.20741437102135354,7.2644150000000005,0.9002480798507709
0.9765348642524524,0.4826946953965636,softmax,0.6990357611898104,0.18106308190021234,4.91611,0.6801555872739707
0.9849336791104747,0.40289309176291443,softmax,0.6794403786409788,0.1882710181059834,4.988725,0.6638916642608189
0.132921920112881,0.827861850391587,softmax,0.6896514676154228,0.177658614954315,4.98639,0.5851912660831499
0.9942911427935911,0.5949459656653885,softmax,0.6829223017468751,0.2160706260990011,4.89666,0.5891998806856634
0.1024835214433474,0.7583368673139586,softmax,0.6946280305437149,0.17264981170478974,4.878139999999999,0.6322123578355615
0.10693243382967588,0.27615602113154963,softmax,0.7174247416492127,0.17286415752791354,4.92882,0.6883397363221159
0.9999505321200204,0.17514467244778276,softmax,0.7041903886555632,0.19830774279021457,4.91971,0.7014325169964677
0.10538398874852509,0.9357490286010909,ucb,0.6703263109615052,0.18862832609578725,6.2165,0.7963342043388567
0.1060920381714263,0.26092576143835866,softmax,0.6834029997567521,0.18270744857236604,4.97406,0.6793144127721714
0.9983124472027923,0.32549058656186347,softmax,0.6836677255603082,0.20444977482087862,4.995680000000001,0.6122882512346616
0.8799820540610461,0.10029145761919367,softmax,0.696872361731275,0.19509105109771058,4.81292,0.6499767023517073
0.10447934521847198,0.6750505445821916,softmax,0.6812743739321394,0.18520579593117142,4.84294,0.6604359025673876
0.10499342546098227,0.5059801710954753,softmax,0.6910347103612626,0.19968562761733588,4.9388700000000005,0.7401986848812958
0.9842577265590455,0.6705718903627202,ucb,0.524684350649,0.16312601715306832,5.207305,0.7379505603189146
0.9922424253648101,0.9997463657566685,ucb,0.6873988836725153,0.18773327692480382,7.385505,0.7747680507577736
0.9676474691929944,0.1707117740073153,softmax,0.6663472696505994,0.18215451712432418,4.818465,0.6585839136169361
0.9933404489983564,0.7797959675449642,softmax,0.6907185618509075,0.1920153309051734,4.958835,0.6943554783214431
0.8431968224855904,0.10003722642208085,softmax,0.7244772432443761,0.17739167643309195,4.943245000000001,0.683618067692041
0.2464432435195168,0.10034840916077575,softmax,0.7354085625071834,0.16703165170601011,4.996379999999999,0.6501222581945644
0.25586748968312917,0.10009467223861145,softmax,0.714642454896864,0.18714556275692898,4.874925000000001,0.621425970550797
0.9942551423900694,0.8436854007522663,softmax,0.7005934418058274,0.19812584859035418,5.0576,0.6599616617652876
0.10953942538272236,0.8461712166642774,softmax,0.6712330227790175,0.21141204532483338,5.00926,0.6348161878843356
0.10020704464097102,0.5791606544271728,softmax,0.6952939448093545,0.20366221251881977,4.895095,0.7141447181594219
0.9730234919984383,0.1001223378206342,softmax,0.6724174395405608,0.19692476180963084,4.952215,0.6193098265609872
0.10758933314357852,0.4394031019554947,softmax,0.6975562918698883,0.19365740308094556,4.9004650000000005,0.6599805309817858
0.10345872122266436,0.3427105639086439,softmax,0.6856367962020099,0.18684177081753897,4.989055,0.675207423296723
0.9822629879925943,0.9517764183720924,ucb,0.6687947407481603,0.17937259868278851,7.125859999999999,0.8933625134288993
0.11201878477282362,0.7726284304656594,softmax,0.7040490378038458,0.17976594106678026,5.010104999999999,0.6272201299982327
0.9964075971743606,0.5080315151588696,softmax,0.7164957418450496,0.19053596606855486,4.893720000000001,0.5760854421003884
0.9901104240622043,0.5453480181457511,softmax,0.7259940153074096,0.18144269225662185,4.98586,0.675531376325334
0.9994496432176552,0.5272652473918866,softmax,0.6976202113326733,0.18041721043452844,4.981029999999999,0.5892513887128311
0.99617797251184,0.6111603042388762,softmax,0.7122342638109664,0.18410458042443514,4.87944,0.6751329768275285
0.9940285464950999,0.7870044190933172,softmax,0.6649012112727014,0.206266873365758,4.9454400000000005,0.6907359310185044
0.9950538308251665,0.6753784166664546,softmax,0.7143172126495174,0.19934499902591984,5.0494449999999995,0.682801511769709
0.10717135548285553,0.5942183895312825,softmax,0.720308147960107,0.16515725218366217,5.00029,0.6780145506550725
0.9819817751924861,0.6284692430095493,softmax,0.7631404696306033,0.16530037737209055,5.0221100000000005,0.7668475551894262
0.8931201951990354,0.8551250958661001,egreedy,0.6184166072063817,0.19823219417378685,4.87036,0.6597394753991912
0.945685711244384,0.8845892717094684,softmax,0.702053235588917,0.18190561931305466,5.1262,0.6702335339267949
0.10862934244820127,0.8849667769111961,softmax,0.6805229628421925,0.2105789076325734,4.7787049999999995,0.623496784654901
0.12481888631246721,0.2410452317207043,egreedy,0.03867448857223695,0.08487502274308156,4.49479,0.6587093713467268
0.16248891735999607,0.8711416338657889,ucb,0.6328836851793659,0.16392032926275746,5.567945,0.7013183118064151
0.9760476884658288,0.8871862646638224,softmax,0.6665918728745344,0.1825657817782128,5.085345,0.6224920870782215
0.1349209395425896,0.8808925142034015,egreedy,0.14128126319452097,0.1398810359822637,4.50308,0.699264087165929
0.9999999,0.9999999,egreedy,0.0004904991872796834,0.0003044024735960474,4.50487,0.29046113010177455
0.1,0.9428789634858843,softmax,0.6659386463764947,0.19389184527874584,4.942055000000001,0.7444916214941576
0.1,0.951146326453496,softmax,0.6947301457967235,0.1848553054075317,4.952915000000001,0.7156759499067996
0.1,0.9634811264557264,softmax,0.6960963863692329,0.19006738802440878,4.94933,0.6654991894059676
0.1,0.9717116743283307,softmax,0.6766857817477521,0.20929233038642797,4.86658,0.7197631267298985
0.1,0.9671522780448698,softmax,0.662628063061358,0.20792650284450895,4.99679,0.764871349247702
0.1,0.9627614906301484,softmax,0.726336940891455,0.1877842831771468,4.895105,0.6273105701923092
0.1,0.9663811803998485,softmax,0.6909829178978399,0.1973462518529344,4.739595000000001,0.6680607408574463
0.1,0.9669751190558014,softmax,0.7155570352909093,0.1952682282439963,4.84844,0.6686661808406344
0.1,0.9706832590824052,softmax,0.7218097768958509,0.1842334810775065,4.84489,0.7048740901040412
0.1,0.9766802613954974,softmax,0.6964952968907105,0.18906635135787783,4.851540000000001,0.6217603504566691
0.1,0.9764538853313265,softmax,0.6851830575658028,0.19349049883256586,4.793019999999999,0.5991781534735725
0.1,0.973424504511573,softmax,0.6922716773377471,0.18063071648975745,4.870805000000001,0.6785752533617772
0.1,0.9730054770234939,softmax,0.6522709410087448,0.2271330340668323,4.838665000000001,0.6110130279093892
0.1,0.9677365911586904,softmax,0.7087615940944603,0.20365019333991305,4.987919999999999,0.7260788274009923
0.1,0.9679180977986848,softmax,0.6739768702631178,0.19012212557561567,4.853739999999999,0.5557150280494492
0.1,0.9676432244082895,softmax,0.6877525053386667,0.2107458784178078,4.902615,0.5655638728516877
0.1,0.9675753412092843,softmax,0.6783882258935492,0.18156447286762417,4.969265,0.651079927716252
0.1,0.9674611856762794,softmax,0.6747866433372343,0.2070442731984193,4.957170000000001,0.6394290938798453
0.1,0.9673787224720549,softmax,0.7050106083941485,0.18943940978423368,5.001894999999999,0.6583333779135006
0.1,0.9673857841756726,softmax,0.6685024484270319,0.17416302946459492,4.875955,0.6338454823338256
0.1,0.9673208020995198,softmax,0.7214343805529809,0.16639854805149928,4.93801,0.6342256458863831
0.1,0.9673583454817877,softmax,0.6889803603813448,0.20299255589206738,4.913505,0.6034447799716226
0.1,0.9673192989306922,softmax,0.7017506926547685,0.16112400239492375,4.943614999999999,0.5634371653299062
0.1,0.9672973215050821,softmax,0.680236231609621,0.18139651565285048,4.86756,0.7093988345070775
0.1,0.9672629974411784,softmax,0.7080447402983439,0.17449850598859815,4.99466,0.7110327730843353
0.1,0.9672240774563934,softmax,0.6982547200785473,0.18781957468720023,4.84745,0.685502503642401
0.1,0.9671770193408514,softmax,0.6688287324494471,0.18153490747968157,4.9703,0.6203844009966725
0.1,0.9672171524429807,softmax,0.6981845148002299,0.21035095299627818,4.945885,0.673900804477187
0.1,0.9671740602928403,softmax,0.6798552042097546,0.1900812494251223,4.870550000000001,0.6973274177171008
0.1,0.9671666050844704,softmax,0.6995929829583868,0.19445214608731243,4.805429999999999,0.7004500339781561
0.1,0.9671126852020967,softmax,0.6961288920345724,0.17631930790121286,4.806305,0.793752146123083
0.1,0.967060291128044,softmax,0.6942097890234716,0.2011702967186312,4.9392700000000005,0.6068852503562762
0.1,0.9670099881578632,softmax,0.7432298442525176,0.18605364458086032,4.81748,0.6168230739847529
0.1,0.9668750697593446,softmax,0.6944199264696944,0.20796767348348458,4.83144,0.7104918869346785
0.1,0.9668212151492486,softmax,0.6978134212518321,0.16693247105934256,4.99066,0.6687439266266274
0.1,0.9667322381165628,softmax,0.7052469315594118,0.17819013700800085,4.911410000000001,0.6815026462897997
0.1,0.9665892906598752,softmax,0.7385944685348516,0.2050161457321294,5.008525000000001,0.6399377796903384
0.1,0.9661864009554034,softmax,0.664728711951789,0.19483786372365444,5.03144,0.6759830333669625
0.1,0.966754292239826,softmax,0.6807462055891488,0.2176741478770175,4.95349,0.6729201734975703
0.1,0.966810994091328,softmax,0.6940445962788082,0.20160450079908568,4.91634,0.5847946600303391
0.1,0.9667668241317803,softmax,0.694734729524794,0.20442845996597417,4.947594999999999,0.6960822138763495
0.1,0.9667044457519122,softmax,0.681875890112875,0.1942190427970976,4.956345000000001,0.6836009241326404
0.1,0.9667627281925979,softmax,0.6748573813836072,0.18849081445859575,4.9906299999999995,0.6383088657538762
0.1,0.9668644342380199,softmax,0.7258246676209923,0.17363344320562205,4.878945,0.6047614194663875
0.1,0.9667514598363781,softmax,0.6989604486317289,0.18606832775732055,4.95776,0.6886602517932918
0.1,0.9666712746776442,softmax,0.7090363982703114,0.16676853755758633,4.918535,0.689345658051895
0.1,0.9665206921922952,softmax,0.7021039688715517,0.20168793277052957,5.028445,0.5801982673836591
0.1,0.966387200557288,softmax,0.7238203764773486,0.17626131424300462,4.923185,0.685702682126153
0.1,0.9660489564322321,softmax,0.7069579866720683,0.17743273381180574,5.024635,0.6335581459305847
0.1,0.9657807641282283,softmax,0.6929928872790551,0.18851149207570747,4.812725,0.6243622641343726
0.1,0.965775727741874,softmax,0.6748188983708391,0.1936391440256459,4.89929,0.6612631895849035
0.1,0.9662287711294696,softmax,0.7194671450481271,0.190681584241786,4.894094999999999,0.6752504116807336
0.1,0.9658810053798934,softmax,0.6914694120372112,0.20722873147274412,4.95206,0.5775726762927762
0.1,0.9659038370207619,softmax,0.6673168643805322,0.20298648660018442,4.880140000000001,0.7636284308484068
0.1,0.9664488369072554,softmax,0.71467360371745,0.1870239350369585,4.942415,0.5865526150951847
0.1,0.9662525621704006,softmax,0.6711629959349708,0.20824193401230048,4.93152,0.7124104888335095
0.1,0.9665493638186716,softmax,0.7251896976434041,0.1928936926037985,5.0254,0.722668869538463
0.1,0.9663730881947001,softmax,0.6535808348611748,0.19533930261693655,4.9365,0.66165985218993
0.1,0.9668673528507458,softmax,0.6744292841597747,0.21509021341818962,4.941529999999999,0.6458494012538837
0.1,0.9668634595685902,softmax,0.7319901138253792,0.18962102579516082,4.887555,0.5258518940490754
0.1,0.9669167408271008,softmax,0.6955812459498677,0.20682427229930803,4.9338049999999996,0.6049488941018075
0.1,0.9668693827596887,softmax,0.693539120108552,0.18892095420873517,4.93067,0.6825989130521671
0.1,0.9668302085881129,softmax,0.7014931020433507,0.19648468625347756,4.915085,0.5917426343225575
0.1,0.966780771320125,softmax,0.6950123438480275,0.19587687779792787,4.907335,0.6637987046349216
0.1,0.9667394556952782,softmax,0.7343908723862996,0.1615160154756235,4.886865,0.6321501240014115
0.1,0.9666986795959736,softmax,0.6748440726648884,0.19254004785212803,4.971254999999999,0.5993805906725709
0.1,0.9667670877969191,softmax,0.6987153173062444,0.2021064495184473,4.88278,0.6242039703494364
0.1,0.9667098224228978,softmax,0.7009684696212962,0.19847155288665988,4.95428,0.6800029055820277
0.1,0.9666620978926629,softmax,0.6479499106461087,0.17328468558095395,4.8566400000000005,0.6385408290782978
0.1,0.9669672380675077,softmax,0.6886128667350805,0.20565063479057533,4.908084999999999,0.5894998178752899
0.1,0.9669159315748531,softmax,0.69184229342867,0.210105477493586,4.914624999999999,0.7034063419354422
0.1,0.9668842991289598,softmax,0.6732488757587959,0.20473693329474843,4.968275,0.5640810330750361
0.1,0.9668758793720711,softmax,0.7130979067310342,0.18697209264904344,5.03026,0.7245886228750765
0.1,0.966858547400458,softmax,0.6657160454749915,0.20348629470229518,4.91224,0.6863883575644331
0.1,0.9668961183097953,softmax,0.692784602858139,0.18226373118145583,5.01905,0.6465387517388266
0.1,0.9668573588267191,softmax,0.7111015233140485,0.1768551548034753,4.965585,0.6385508086871396
0.1,0.9668278759692045,softmax,0.692427592943907,0.19873174154465398,4.905150000000001,0.5939470704532518
0.1,0.9667976540133327,softmax,0.6882531103357894,0.18902712515668982,5.12529,0.6031615048227134
0.1,0.9667728152902358,softmax,0.6799533418844086,0.19727066714969058,4.97708,0.6660984563861411
0.1,0.9667703251341537,softmax,0.7003786656096891,0.19311701842457724,4.894545,0.7350594502997699
0.1,0.9667367472649987,softmax,0.7303459056075801,0.17972632741293393,4.992885,0.679763131005941
