iteration,n_signaling_actions,n_final_actions,full_information,with_signals,Signal_Cost_A0,Signal_Cost_A1,Agent_0_Initial_NMI,Agent_0_NMI,Agent_0_avg_reward,Agent_0_final_reward,Agent_1_Initial_NMI,Agent_1_NMI,Agent_1_avg_reward,Agent_1_final_reward
57,2,4,False,True,0.15785656613439253,0.12951431767867344,0.16527723870002647,0.04450703129926928,0.8297441823323563,0.7963215150798412,0.8217853214577755,0.5348399882314747,0.48286737400206076,0.43244084787318465
58,2,4,False,True,0.36678125921511584,0.16481826110553194,0.25971437226544325,0.009144063562007086,0.7455910401725377,0.7126643748156977,0.05861735397541812,0.3190917753892124,0.44586102210442075,0.3920917999457276
59,2,4,False,True,0.02244642639283706,0.3538626313445558,0.4231231958127757,0.20821485783608085,0.48941396021807976,0.5056342871085843,0.26899460305200285,0.005243375085048237,0.7252782835814789,0.73
60,2,4,False,True,0.0700858768034694,0.09628903104417058,0.1767445657963383,0.14841978427371358,0.5656598672031691,0.5288373099334673,0.34792791826468644,0.1492062121924113,0.6146216934336975,0.6482246197554238
61,2,4,False,True,0.19193038470499124,0.20475219718348558,0.098770038505571,0.023596858574498954,0.5205340188435552,0.57,0.4227355220769843,0.03912259493733858,0.4854176519858763,0.43771486816899086
62,2,4,False,True,0.20235344097245178,0.41015098980911313,0.18133210566610372,0.022130849698166463,0.4709210960034353,0.46381172472220383,0.6095702481946226,0.007448499191874469,0.5401067200538824,0.61
63,2,4,False,True,0.03226105696961479,0.4317147011220429,0.1668065785097016,0.043363677234958445,0.4911891713837891,0.4780634089212425,0.23452476561034247,0.006570350023196988,0.5250489379968721,0.49
64,2,4,False,True,0.3184113125919207,0.36744443832290674,0.3377332817537536,0.018607663449916493,0.5038267922542369,0.4736317737481616,0.21495097217584833,0.02132451518956258,0.49913016682276595,0.44
65,2,4,False,True,0.3664239670761042,0.06657048909610114,0.2617334370962233,0.005216195439934643,0.8310265612378879,0.87,0.46782251179761686,0.5826619991694862,0.44855504735831236,0.5034006576327292
66,2,4,False,True,0.036470529226000525,0.24594556577980398,0.3518607653667738,0.0077918094922959655,0.5095325098530192,0.4948353348340596,0.06882624580438587,0.04366404315315487,0.49392082917283553,0.5001621773688079
67,2,4,False,True,0.11058924439781637,0.06263676019320508,0.22953969331498908,0.13763979301663354,0.8930779229620904,0.8757643022408734,0.402891812797431,0.7456682327645434,0.6244374461834806,0.660538841078281
68,2,4,False,True,0.2530139879080156,0.02395207069183758,0.17466656657851026,0.03017976751020931,0.6986119432541763,0.6174698601209199,0.351887932284936,0.17311058491056816,0.5075886411171975,0.492754509101877
69,2,4,False,True,0.15695374809391605,0.11521008933274673,0.2506171031515235,0.4503736746830148,0.5520603284916231,0.5242582136627112,0.3999999999999999,0.10804346040732359,0.7482471329059046,0.7742848723068485
70,2,4,False,True,0.4869031521799408,0.4954643675318296,0.056211515200530096,0.001819609168591219,0.48804452928258824,0.49,0.15004126188950878,0.0001618856703632073,0.4994054427589617,0.46
71,2,4,False,True,0.009590238283687935,0.13272914828571497,0.3744818613342797,0.19274163223198154,0.5484391438629886,0.46414995464695047,0.26396414311073146,0.06019463348572145,0.7098894002308285,0.7980543766542857
72,2,4,False,True,0.3168501365668671,0.08116034371892356,0.2031593481551786,0.0025779318218022065,0.8851384588528383,0.9,0.12595271295139782,0.5762504062688937,0.44703505296079055,0.3956225697083213
73,2,4,False,True,0.3866720389966887,0.41375410972513627,0.23139312158291023,0.0011847257424345043,0.49401197098941785,0.48,0.13675249140955842,0.0065369438548089865,0.4939314556149686,0.5558624589027487
74,2,4,False,True,0.42153928684416875,0.21155640858346964,0.077650874128729,2.5244202693387125e-08,0.48999415285578696,0.55,0.26710346124325873,0.0036364032667514797,0.4549754846723161,0.48038210279831434
75,2,4,False,True,0.4492290205117615,0.46556395707569354,0.38952576666011834,0.0002927604513947439,0.5016769274487206,0.48,0.403473641020794,0.0016607009534040118,0.49560992438631873,0.45
76,2,4,False,True,0.13688366972947125,0.17259105004714353,0.10334708641011026,0.053337842801130936,0.5010182543841712,0.4426232660541058,0.25395135210594544,0.06877981023681164,0.5513895880394795,0.5413704474976427
77,2,4,False,True,0.4054378635230405,0.14146091431675695,0.37619076862059525,0.01733085132658722,0.8953938415662654,0.9659456213647695,0.5407414220659776,0.6144114150051175,0.4335100263959601,0.450684151984789
78,2,4,False,True,0.1274063926259396,0.22038843670944147,0.1237637065044492,0.06960208234581511,0.5760862064015775,0.5121631050323685,0.27356606442633674,0.11074988444439718,0.5413079512771493,0.5323689250632446
79,2,4,False,True,0.11900734125585455,0.11029095465263072,0.11396628175333208,0.055005478769235526,0.5121358697644391,0.48500845833627054,0.353365725373595,0.06085006844245779,0.5273929197089432,0.5511767236277896
80,2,4,False,True,0.16439732989846711,0.14201866859891704,0.12574648116229606,0.024493752377614954,0.6780730239699957,0.7017801335050767,0.32309347361222074,0.1663259441896249,0.4627703446444861,0.4502347727923033
81,2,4,False,True,0.18325613827848208,0.40893426101492664,0.4899695663287377,0.11195650434292494,0.4718234991755391,0.5971720703205062,0.10780763535395524,0.0017162880619850307,0.5945144352688239,0.63
82,2,4,False,True,0.17672552364788852,0.43893658143342007,0.27858454663974463,0.010082816824977794,0.49529646858112664,0.4293964685811267,0.15866194916070236,0.002460674181641657,0.5033449737065122,0.51
83,2,4,False,True,0.07972444930281142,0.4935569027580361,0.1285297560692657,0.45084445087148145,0.4493617893589917,0.5217322643346506,0.2518492222451102,0.00045049074310157214,0.8366648191236565,0.8850644309724197
84,2,4,False,True,0.45408244971649986,0.10318286977763591,0.6287739863652764,0.003698636623825487,0.5399214228519845,0.59,0.11394731709943125,0.01448136860264174,0.4285359610288022,0.42015393552897123
85,2,4,False,True,0.16006692667428457,0.13237046049678491,0.5854614488798577,0.03172538619621147,0.6018235359908253,0.5587953151328001,0.2912016682611782,0.08457026619151939,0.48265815922976174,0.4701444309254822
86,2,4,False,True,0.08415391369659775,0.02884225150413855,0.13589031178763147,0.14765096657292742,0.6803027047795915,0.6564369041649526,0.6367267554203201,0.1607831465848439,0.5703531191433618,0.6024062265824756
87,2,4,False,True,0.3672985995100642,0.07024735608803928,0.12442111918623944,0.012284428471876432,0.691113032827986,0.6763270140048994,0.038072851493977856,0.16532849536635053,0.4511756139579324,0.41942190361661175
88,2,4,False,True,0.15698583333474647,0.2602994205820194,0.29652782985551746,0.06860700157521758,0.49123202974982744,0.4274411333332203,0.20736525028010147,0.027044540910363013,0.5602372746252642,0.5273970057941798
89,2,4,False,True,0.23338968854484504,0.4684768965209186,0.23474729984859022,0.023505281981162064,0.48337480130916566,0.4553322062291031,0.41958049848502876,0.0003607437113911327,0.5063035892759145,0.51
90,2,4,False,True,0.2651271395861446,0.0668621963718492,0.6125035555301883,0.08936188224246458,0.5867710640186595,0.656138557437247,0.5704807653099933,0.07530692039747552,0.5689634528092613,0.5426158289433193
91,2,4,False,True,0.1777598580889359,0.10196815341282645,0.321153404490402,0.11513580268915566,0.5635311539375585,0.5140016127719957,0.09211591072937853,0.07385892731073043,0.5167129167011535,0.5233270695990975
92,2,4,False,True,0.18454665554017524,0.17339589644647163,0.37218960706505355,0.012598783698876745,0.5188927138091676,0.5223180016689737,0.31832860075283653,0.08600975781253785,0.4997706133159588,0.5495962462132117
93,2,4,False,True,0.24149943904157256,0.13203326162055568,0.30366526212715655,1.6088619483309223e-05,0.5259653010097252,0.59,0.8628236442198777,0.07669430879664545,0.48037199357977844,0.42207800430276665
94,2,4,False,True,0.40964492920223416,0.29234736590231897,0.2118378660716495,0.00018887733284189082,0.49390360362035624,0.54,0.05108294804995952,0.010283673348625469,0.49517790214077734,0.49
95,2,4,False,True,0.21748584578160973,0.11234657328645653,0.32018632997785546,0.05148604246004972,0.5843689012676205,0.5347759907952873,0.22320284700630633,0.0928745797308353,0.5252629739670328,0.5575306853427087
96,2,4,False,True,0.2788899636871209,0.060485652432890114,0.6037456590771472,0.009376048757309949,0.7554932623966499,0.7816333010893863,0.07590043112373386,0.38878436915649545,0.46097253777443503,0.433103752015937
97,2,4,False,True,0.3348588272982332,0.2756948813439965,0.045264143761360634,0.00027896223230531393,0.5029954235181052,0.58,0.3652384545899323,4.424585961355855e-05,0.4754246937363714,0.5544861023731201
98,2,4,False,True,0.020576027571217348,0.0063990649988941994,0.13307304933986627,0.2643879480221891,0.5905087163141508,0.5560083012515722,0.6474391023677717,0.0679261457328592,0.7401966872258129,0.6752646919008184
99,2,4,False,True,0.3466814732434238,0.06451007953327126,0.1940211456118295,0.02034819764202868,0.796691657968077,0.812665926337829,0.19108167990336206,0.37107285751866576,0.48534108773547113,0.4241959681866915
100,2,4,False,True,0.09646839375745436,0.07970189884133,0.17136255740324632,0.0163601529078584,0.5850689421815229,0.64877695337336,0.4248219200644316,0.10574238663789234,0.46928708079292125,0.47927750630125415
101,2,4,False,True,0.17321027957321916,0.12441773478820245,0.16412783984175985,0.05855535915007432,0.9162579491908766,0.8940184580640173,0.3411747398565847,0.7418951668511308,0.4761015759756038,0.3777911326058988
102,2,4,False,True,0.3501579754026528,0.46076251144558916,0.3819926269612586,0.0008318366435570567,0.4860088309820204,0.42,0.100638497935025,0.0006643869037844639,0.4938784749771088,0.54
103,2,4,False,True,0.21275807895989524,0.45619648594163237,0.20182685238637704,0.07405928767926608,0.46339878703275617,0.5065966113144116,0.21245559833693894,0.0037101843864083646,0.5786591888152787,0.62
104,2,4,False,True,0.13359128647782192,0.27818448818120395,0.3794822029573762,0.06405634730279099,0.47660370599257046,0.4539690456226614,0.15497708905206303,0.0003101296398888875,0.5550865294257729,0.6244363102363759
105,2,4,False,True,0.08575491531081647,0.4681701324707586,0.2731882376020198,0.14847788822763108,0.44604768145447743,0.3519772474259428,0.14623875726160346,0.0008692564228382876,0.6340423066158348,0.6
106,2,4,False,True,0.38952835408522,0.4601263532763147,0.2556067390505704,0.009983020155917337,0.49506231051167904,0.55,0.31281092963710605,0.0033273164591530345,0.4999570270797724,0.49
107,2,4,False,True,0.4245451518085365,0.20208899248572626,0.3861148066822752,0.0003033166100248477,0.5473867284231276,0.46,0.1216917382333709,0.052271123903760486,0.4624256609587612,0.4857493209017128
108,2,4,False,True,0.0594605703125049,0.05846939148089181,0.06390724307319273,0.09694681544200717,0.6089355119359366,0.6440539429687496,0.7564932582875701,0.09766433884071252,0.5689241204623885,0.6478418346855095
109,2,4,False,True,0.13670064103336277,0.24878190940603995,0.5657182060521245,0.12948582822778038,0.47962896352411755,0.47222891666566286,0.059491301504629446,0.01686717460885152,0.5655277724655423,0.45502436181187916
110,2,4,False,True,0.1485066910848683,0.4352085004540267,0.12869764797351446,0.06656206524775313,0.4781170550356801,0.4751493308915131,0.25616984464219217,0.0009696710769052146,0.568566498796731,0.59
111,2,4,False,True,0.21099603924963184,0.23428074727198084,0.2018190892198261,0.014085913671795602,0.49691038990903325,0.55,0.0876198887062665,0.0066961611571958145,0.49487149065910024,0.43
112,2,4,False,True,0.2612721843254023,0.3239101513063556,0.46543844598331036,0.04853429612785825,0.46000973463710215,0.5717109470972218,0.40004701740876875,0.005461560810985933,0.539752893474562,0.6
113,2,4,False,True,0.23596596859825747,0.19903046719263168,0.15182342634785,0.01533786010264209,0.5032916164915828,0.43,0.3186836356979941,0.03509998192672674,0.5051615377090996,0.5680096953280738
114,2,4,False,True,0.3821023888972324,0.3592788648742601,0.2491897850213518,1.5885017964267805e-08,0.49515937474442606,0.56,0.08273201968092607,0.0004325027634238797,0.4933898411945185,0.4964072113512574
115,2,4,False,True,0.03484600771833757,0.05053210118556839,0.4111927520317349,0.42073480882385533,0.5628166293789247,0.6228201139796967,0.13545504875182435,0.07573389238016973,0.8167198469746538,0.8317020233360816
116,2,4,False,True,0.4098453198211121,0.46445751242187927,0.40691767933261086,0.00857504893268778,0.4940392119265581,0.47,0.17169046640493524,8.447783066079528e-06,0.48239620523385157,0.5
117,2,4,False,True,0.17226700987267124,0.020330795989726036,0.1800670102942783,0.2732493269296906,0.6579951889126865,0.7586559176305588,0.06397681593952781,0.17023609077334295,0.7480479041372904,0.7096312940452398
118,2,4,False,True,0.34374032876906063,0.47468259690119186,0.3123355794088048,0.00540260032453859,0.4988096757752823,0.5596877901369282,0.6299653665573826,5.06074956196034e-07,0.5118354443643383,0.5
119,2,4,False,True,0.0010893254835518396,0.23571145182128073,0.04704546793159353,0.06596971419284964,0.5287285397719388,0.6193681912195399,0.1621548561412727,0.031977280078571896,0.5419137576153418,0.48057154192714874
120,2,4,False,True,0.07030405406493345,0.0002840392580979456,0.3944875358339594,0.0036377750262478383,0.5618386351296476,0.4899266891829879,0.46901111939201395,0.05157766313511024,0.49754615411503794,0.5197557262380359
121,2,4,False,True,0.2717939213354253,0.384022115885742,0.17470630077138655,0.010711041319908793,0.4857487583432444,0.42912824314658293,0.36685937319627254,0.0033731569144084634,0.5118190628815084,0.55
122,2,4,False,True,0.447770900109698,0.2949476521022321,0.27878864267515907,0.01374618618397892,0.5298385943776086,0.49,0.20418556724999606,0.06397594660505808,0.48890113817889486,0.4193536643528437
123,2,4,False,True,0.03532957026538647,0.20647424603036652,0.27791468820558185,0.17404997688257456,0.6262171587834716,0.6986945375150764,0.5052866707299339,0.1256803195993778,0.6411310477780481,0.7110936055557485
124,2,4,False,True,0.17165961715225758,0.20311121228952828,0.2754222528346927,0.037410339041763746,0.5113530604363956,0.6179838267993419,0.11787334653488653,0.05105176926509762,0.5250015001028994,0.565782215139733
125,2,4,False,True,0.27235513645723103,0.02762960530824088,0.1574248638163083,0.027916428328863988,0.7482765122785798,0.7691057945417107,0.16144729075626693,0.26524275229235583,0.4933668693234499,0.5389481578767036
126,2,4,False,True,0.4553959330025339,0.410522211617864,0.4046013866889909,0.0006586751054452307,0.4983159705741934,0.49,0.20398387172834198,0.0017985425752640922,0.493870545605396,0.57
127,2,4,False,True,0.37863458756809293,0.4880729992078982,0.08197919844604562,0.002550948358241585,0.49855537322713234,0.48,0.268810294690003,0.002647769483895079,0.5005132131041982,0.53
128,2,4,False,True,0.1834309987717373,0.14666763295591273,0.18895645572361625,0.06900264899172391,0.6017717433876786,0.5669824202210872,0.32637873915663607,0.10013711837357203,0.5046783786158425,0.564799768090581
129,2,4,False,True,0.17042628687091205,0.18281019988120567,0.20925917509627023,0.4010310281475089,0.5997390145373468,0.6786465367264717,0.21889594538403215,0.2362561940157319,0.7655295246800099,0.7315007360380141
130,2,4,False,True,0.1804327305649891,0.11267839223640819,0.3581202987526342,0.08382960344168726,0.5939068685345169,0.5573697088604507,0.33045133979155084,0.09382026610417774,0.5633033360755993,0.5707036180185339
131,2,4,False,True,0.1903256531789283,0.08812478759097453,0.508871889485849,0.025567096023552817,0.5922811883144595,0.5961934869364215,0.5366520442805852,0.06413142210469587,0.4822583168663612,0.42444381159861744
132,2,4,False,True,0.22730496561114533,0.3763924585373912,0.6067202704864703,0.0337857758735814,0.4876806382586321,0.45772695034388855,0.22458225533740137,0.0008780814736403599,0.5308837403619491,0.43
133,2,4,False,True,0.40417122657245813,0.11405245455006197,0.22194532586131738,0.00024301539572312686,0.5234895719335689,0.6,0.1759832943581699,0.012552696186398198,0.43588233277945826,0.44437901817997527
134,2,4,False,True,0.17613882466171854,0.26410917153399904,0.08156775801449156,0.0020631281435511376,0.4703790030445573,0.46062472928721093,0.5192687777034295,0.01758221141017338,0.5007765034631102,0.52207672485398
135,2,4,False,True,0.020579005342894363,0.3624947833373886,0.5095436669193075,0.125210807420986,0.48236975746505323,0.47641785647368967,0.4595475761010509,0.004540723814765074,0.6701812891249695,0.66
136,2,4,False,True,0.3618354207557468,0.13935241053583547,0.23444377928811838,0.016884911848713796,0.4973823738745072,0.5863816457924426,0.324875054410673,0.023156594019254143,0.5086309096123536,0.5344259035785666
137,2,4,False,True,0.11103034560185315,0.3844694292671816,0.2570029809835923,0.2570800455411765,0.46874670224807835,0.5144630205115738,0.7846983526906135,0.0009550454771562138,0.7304941321341603,0.67
138,2,4,False,True,0.3200718614777509,0.057878724012234484,0.17395755419200348,0.006903259171895617,0.711045765108042,0.69,0.2094781290048871,0.3662183186647029,0.47617897097594997,0.44453336143461675
139,2,4,False,True,0.0030257944384420865,0.01878520883884499,0.4370086120864684,0.27280469455500805,0.7333911901094614,0.8085173607251633,0.06630681101634016,0.24953054070440273,0.700466195217836,0.6272260579895855
140,2,4,False,True,0.2962027615215045,0.30936637901684844,0.258585186144815,0.020582026495650742,0.4788893568361408,0.47,0.23734316530474192,0.0003269090596185217,0.5217575206903595,0.41
